person_x,kinsman,person_gender,kinsman_gender,ontology_kinship
"Kamelaukas, protospatharios","slave, mistress then wife of Kamelaukas",Male,Female,HusbandOf
"Anemas, whose wife was brought before an inappropriate judge",wife of Anemas,Male,Female,HusbandOf
son of Karandenos (Parandenos ?),wife of son of Karandenos (Parandenos ?),Male,Eunuch,HusbandOf
"Limnogalaktos, who burned the document listing his wife's dowry",wife of Limnogalaktos,Male,Female,HusbandOf
"Lambros, who twice made demands on those who guaranteed his wife's estates",woman whose dowry came from her step-father's guarantors,Male,Female,HusbandOf
"Roupenes (?), implicated in a case involving financial guarantees",daughter of Dermokaïtes,Male,Female,HusbandOf
"Skeuenas, manglabites",wife of a kourator of the disakkas,Male,Female,HusbandOf
soldier living in a church complex,wife of murdered soldier,Male,Female,HusbandOf
Parsakoutenos,wife of Parsakoutenos,Male,Female,HusbandOf
second cousin of Brachamios,daughter of Brachamios,Male,Female,HusbandOf
son of protospatharios and strategos Melias,daughter of Andronikos Balantes,Male,Female,HusbandOf
David Saronites,wife of David Saronites,Male,Female,HusbandOf
"Demetrios, brother of Ioannes and husband of Maria","Maria, daughter of Eirene",Male,Female,HusbandOf
"Ioannes, brother of Demetrios","Maria, daughter of Georgios",Male,Female,HusbandOf
"Ioannes Parsakoutenos, protospatharios","Anna, daughter of Konstantinos Radenos and Sophia",Male,Female,HusbandOf
"Nasr, patrikios",wife of patrikios Nasr,Male,Female,HusbandOf
"Nikolaos, son of Anna","Eudokia, daughter of Anna",Male,Female,HusbandOf
"Pankratios Taronites, patrikios","Helena, daughter of magistros and raiktor Michael",Male,,HusbandOf
"Paulos, stratiotikos",wife of stratiotikos Paulos,Male,Female,HusbandOf
"Romanos Saronites, patrikios","Eirene, daughter of Gregorios Taronites",Male,Female,HusbandOf
"Stephanos, husband involved in dowry case",woman whose dowry was contested after her death,Male,Female,HusbandOf
"Theophylaktos, son of Romanos Saronites","Theophano, daughter of Ioannes Parsakoutenos",Male,Female,HusbandOf
"Konstantinos Phasoulos, landowner at Kassandra (Chalkidike)","Maria, wife of Kassandra landowner Konstantinos Phasoulos",Male,Female,HusbandOf
father-in-law of Theodoros Dokeianos,mother-in-law of Theodoros Dokeianos,Male,Female,HusbandOf
"magistros and krites, related by marriage to Michael Psellos","magistrissa, relative of Michael Psellos",Male,Female,HusbandOf
"potential krites, acquaintance of Michael Psellos",wife of a krites,Male,Female,HusbandOf
relative of Michael Psellos with a family to support,wife of relative of Michael Psellos,Male,Female,HusbandOf
magistros and krites of Katotika,"wife of magistros, krites of Katotika",Male,Female,HusbandOf
friend of Michael Psellos,wife of friend of Michael Psellos,Male,Female,HusbandOf
"Leon Pegonites, father-in-law of kaisar Ioannes Doukas",wife of Leon Pegonites,Male,Female,HusbandOf
"Michael, notarios (of Macedonia)",wife of notarios (of Macedonia) Michael,Male,Female,HusbandOf
"Michael Radenos, proedros and praitor of Thrakesion",wife of Michael Radenos,Male,Female,HusbandOf
niece of Alexios I (probably Anna Taronitissa),"Michael, logothetes of the sekreta and gambros of the Komnenoi",,,HusbandOf
Folbert of Bouillon,"[Emeline], wife of Folbert of Bouillon",Male,Female,HusbandOf
"Muhammad ibn Malik-Shah, Seljuq sultan","Wife of caliph Muhammad, sister of Mawdud ibn Isma'il",,,HusbandOf
Frankish client of bathhouse at Ma'arrat al-Nu'man,wife of Frankish client of bathhouse at Ma'arrat al-Nu'man,,,HusbandOf
"Melikshah, Seljuk sultan of Rum",wife of Melikshah,,,HusbandOf
"Iasites, son-in-law of Konstantinos, nephew of Keroularios","beloved eldest daughter of Konstantinos, nephew of Keroularios, married to Iasites",,,HusbandOf
al-Amir Yinal b. Anushtakin al Husami,"sister of Ilghazi ibn Artuq, wife of Yinal ibn Anushtakin",,,HusbandOf
Emperor Romanos III Argyros,"Helena, first wife of Romanos III",Male,Female,HusbandOf
Emperor Romanos III Argyros,Empress Zoe,Male,Female,HusbandOf
"Adrianos Komnenos, brother of Alexios I","Nikephoros Diogenes, son of Romanos IV",Male,Female,BrotherOf
Emperor Alexios I Komnenos,"Ioannes Doukas, brother of Eirene Doukaina",Male,Male,BrotherOf
Emperor Alexios I Komnenos,"Nikephoros Melissenos, kaisar",Male,Male,BrotherOf
Emperor Alexios I Komnenos,"Michael Taronites, panhypersebastos",Male,Male,BrotherOf
Emperor Alexios I Komnenos,"Eirene of Alania, wife of Isaakios Komnenos (brother of Alexios I)",Male,Female,BrotherOf
"Basileios Skleros, son of Romanos Skleros",Emperor Romanos III Argyros,Male,Male,BrotherOf
Georgios Palaiologos,"Michael Doukas, brother of Eirene Doukaina",Male,,BrotherOf
Georgios Palaiologos,"Ioannes Doukas, brother of Eirene Doukaina",Male,Male,BrotherOf
"Gregorios Pakourianos, megas domestikos","Achsartanes, governor of Peritheorion",Male,Male,BrotherOf
"Ioannes Doukas, brother of Eirene Doukaina",Emperor Alexios I Komnenos,Male,Male,BrotherOf
Emperor Isaakios I Komnenos,Anna Dalassene,Male,Female,BrotherOf
"Isaakios Komnenos, elder brother of Alexios I","Konstantinos Diogenes, son of Romanos IV",Male,Male,BrotherOf
Emperor Konstantinos IX Monomachos,Empress Theodora,Male,Female,BrotherOf
Emperor Konstantinos X Doukas,"Eirene Pegonitissa, wife of Ioannes the kaisar",Male,Female,BrotherOf
"Konstantinos Karantenos, brother-in-law of Romanos III",Emperor Romanos III Argyros,Male,Male,BrotherOf
"Manuel Komnenos, eldest brother of Alexios I","Michael Taronites, panhypersebastos",Male,Male,BrotherOf
"Manuel Komnenos, eldest brother of Alexios I","Nikephoros Melissenos, kaisar",Male,Male,BrotherOf
Emperor Michael IV Paphlagon,"Stephanos, father of Michael V",Male,Male,BrotherOf
"Michael Doukas, brother of Eirene Doukaina","Ioannes, sebastos and nephew of Alexios I Komnenos",,Male,BrotherOf
"Michael Taronites, panhypersebastos",Emperor Alexios I Komnenos,Male,Male,BrotherOf
"Michael Taronites, panhypersebastos","Manuel Komnenos, eldest brother of Alexios I",Male,Male,BrotherOf
"Nikephoros Diogenes, son of Romanos IV","Adrianos Komnenos, brother of Alexios I",Female,Male,BrotherOf
"Nikephoros Melissenos, kaisar",Emperor Alexios I Komnenos,Male,Male,BrotherOf
"Nikephoros Melissenos, kaisar","Manuel Komnenos, eldest brother of Alexios I",Male,Male,BrotherOf
"Nikephoros Bryennios, kaisar, husband of Anna Komnene","Marianos Maurokatakalon, military commander",Male,Male,BrotherOf
"Niketas, brother-in-law of Symbatios Pakourianos","Symbatios Pakourianos, kouropalates and patron of Iveron",Male,Male,BrotherOf
Hassan ibn al-Mufarrij ibn al-Jarrah (Pinzarach),"Sinan ibn 'Ulyan, amir of Kalb Arabs",Male,Male,BrotherOf
"Prousianos, son of John Vladislav of Bulgaria","Romanos Kourkouas, rebel under Konstantinos VIII",Male,Male,BrotherOf
"Romanos Skleros, father of Basileios",Emperor Romanos III Argyros,Male,Male,BrotherOf
"Romanos Kourkouas, rebel under Konstantinos VIII","Prousianos, son of John Vladislav of Bulgaria",Male,Male,BrotherOf
"Stephanos, father of Michael V",Emperor Michael IV Paphlagon,Male,Male,BrotherOf
"Symbatios Pakourianos, kouropalates and patron of Iveron","Niketas, brother-in-law of Symbatios Pakourianos",Male,Male,BrotherOf
"Konstantinos Diogenes, son of Romanos IV","Isaakios Komnenos, elder brother of Alexios I",Male,Male,BrotherOf
Michael Attaleiates,"Anastaso, sister-in-law of Michael Attaleiates",Male,Female,BrotherOf
"Achsartanes, governor of Peritheorion","Gregorios Pakourianos, megas domestikos",Male,Male,BrotherOf
"Sinan ibn 'Ulyan, amir of Kalb Arabs",Hassan ibn al-Mufarrij ibn al-Jarrah (Pinzarach),Male,Male,BrotherOf
"Ioannes, sebastos and nephew of Alexios I Komnenos","Michael Doukas, brother of Eirene Doukaina",Male,,BrotherOf
"Nikephoros Katakalon Euphorbenos, son-in-law of Alexios I","Anna Komnene, daughter of Alexios I and historian",,Female,BrotherOf
"Argyros, son of Melus","vestarches, brother-in-law of Argyros",Male,,BrotherOf
"Bardas, brother-in-law of Paulos (Armenopoulos), doux and vestarches",Paulos Armenopolos,Male,Male,BrotherOf
Paulos Armenopolos,"Bardas, brother-in-law of Paulos (Armenopoulos), doux and vestarches",Male,Male,BrotherOf
"Baldwin of Bourcq, Baldwin II, king of Jerusalem","Roger of Salerno, prince (regent?) of Antioch",Male,Male,BrotherOf
"Robert [Curthose], count [duke] of Normandy","Stephen, count of Chartres and Blois",Male,Male,BrotherOf
"Roger of Salerno, prince (regent?) of Antioch","Baldwin of Bourcq, Baldwin II, king of Jerusalem",Male,Male,BrotherOf
"Marianos Maurokatakalon, military commander","Nikephoros Bryennios, kaisar, husband of Anna Komnene",Male,Male,BrotherOf
"vestarches, brother-in-law of Argyros","Argyros, son of Melus",,Male,BrotherOf
Emperor Romanos III Argyros,"Romanos Skleros, father of Basileios",Male,Male,BrotherOf
Emperor Romanos III Argyros,"Konstantinos Karantenos, brother-in-law of Romanos III",Male,Male,BrotherOf
Emperor Romanos III Argyros,"Basileios Skleros, son of Romanos Skleros",Male,Male,BrotherOf
"Agape, founder of Prodromos of Thessalonike","Nikolaos, founder of Prodromos of Thessalonike",Female,,NieceOf
"Agathe, landowner at Thessalonike","Maria, daughter of Stephanos Sthlabotas",Female,Female,NieceOf
"Anna Komnene, daughter of Alexios I and historian","Isaakios Komnenos, elder brother of Alexios I",Female,Male,NieceOf
"Anna Komnene, daughter of Alexios I and historian","Michael Doukas, brother of Eirene Doukaina",Female,,NieceOf
"Anna Komnene, daughter of Alexios I and historian","Ioannes Doukas, brother of Eirene Doukaina",Female,Male,NieceOf
"Anna, landowner at Thessalonike","Maria, daughter of Stephanos Sthlabotas",Female,Female,NieceOf
"Synadene, wife of kral of Hungary",Emperor Nikephoros III Botaneiates,Female,Male,NieceOf
"niece of Romanos III, wife of Konstantinos Diogenes and mother of Romanos IV",Emperor Romanos III Argyros,Female,Male,NieceOf
"niece of Romanos III, wife of Ioannes Smbat of Armenia",Emperor Romanos III Argyros,Female,Male,NieceOf
"niece of Malapetzes, defender of Otranto","Malapetzes (Malapezza), defender of Otranto",Female,Male,NieceOf
"Eirene Doukaina, wife of Alexios I","Konstantios Doukas, brother of Michael VII",Female,Male,NieceOf
"Eirene Doukaina, wife of Alexios I",Emperor Michael VII Doukas,Female,Male,NieceOf
Empress Eudokia Makrembolitissa,"Michael I Keroularios, patriarch of Constantinople",Female,Male,NieceOf
Empress Eudokia Makrembolitissa,Michael Psellos (named Konstantinos till tonsure in 1054),Female,Male,NieceOf
"Eudokia, daughter of Konstantinos VIII",Emperor Basileios II Boulgaroktonos,Female,,NieceOf
"Helena, niece of Romanos III, wife of Bagrat IV of Georgia",Emperor Romanos III Argyros,Female,Male,NieceOf
"Maria Skleraina, mistress of Konstantinos IX","second wife of Konstantinos IX, aunt of Maria Skleraina",Female,Female,NieceOf
Empress Theodora,Emperor Basileios II Boulgaroktonos,Female,,NieceOf
Empress Zoe,Emperor Basileios II Boulgaroktonos,Female,,NieceOf
"Eirene, second wife of Michael Attaleiates","Euphrosyne Bobaina, aunt of Michael Attaleiates' wife",Female,Female,NieceOf
"Sophia, first wife of Michael Attaleiates","Euphrosyne Bobaina, aunt of Michael Attaleiates' wife",Female,Female,NieceOf
niece of patrikios Basileios Skribas,"Basileios Skribas, patrikios",Female,Male,NieceOf
"second wife of Konstantinos IX, aunt of Maria Skleraina",Emperor Romanos III Argyros,Female,Male,NieceOf
widow of Anastasios Lizix,"Sergios Hexamilites, krites of the velon, ex-pupil of Michael Psellos",Female,Male,NieceOf
"Theodora, donor of estate to Esphigmenou","Maria, daughter of protospatharios Theodoros Gymnos",Female,Female,NieceOf
niece of Alexios I (probably Anna Taronitissa),Emperor Alexios I Komnenos,,Male,NieceOf
"Agape, founder of Prodromos of Thessalonike",Emperor Konstantinos VII Porphyrogennetos,Female,,RelativeOf
Emperor Alexios I Komnenos,"Isaakios Komnenos, elder brother of Alexios I",Male,Male,RelativeOf
Emperor Alexios I Komnenos,young kinsman of Alexios I,Male,Male,RelativeOf
Emperor Alexios I Komnenos,"Konstantinos Dalassenos, doux of the fleet under Alexios I",Male,Male,RelativeOf
"Anna Komnene, daughter of Alexios I and historian",Emperor Michael VII Doukas,Female,Male,RelativeOf
"Batatzina, supporter of Bryennios at Raidestos in 1077",Nikephoros Bryennios usurper [1077],Female,Male,RelativeOf
servants of Empress Zoe appointed by Ioannes the Orphanotrophos,"Ioannes the Orphanotrophos, brother of Michael IV",Female,Eunuch,RelativeOf
Seljuk sultan (Malik-shah?),"Qutlumish, cousin of Tughrul Beg",Male,Male,RelativeOf
"Boioannes, katepano of Italy in 1040s","Basileios Boioannes, katepano of Italy in 1020s",Male,Male,RelativeOf
"Batatzes, magnate at Raidestos",Leon Tornikios,Male,Male,RelativeOf
"Polys, supporter of Leon Tornikios",Leon Tornikios,Male,Male,RelativeOf
"Tornikios, relative of Theophylaktos of Ohrid","Theophylaktos, archbishop of Ohrid",Male,Male,RelativeOf
relative of Theodoros Smyrnaios,"Theodoros Smyrnaios, hypatos of the philosophers",Male,Male,RelativeOf
"Antonios Paches, bishop of Nikomedeia [1039]",Emperor Michael IV Paphlagon,Eunuch,Male,RelativeOf
"Basileios Boioannes, katepano of Italy in 1020s","Boioannes, katepano of Italy in 1040s",Male,Male,RelativeOf
"Eirene Doukaina, wife of Alexios I","Radomir Aaron, Bulgarian aristocrat and emissary of Alexios I",Female,,RelativeOf
Emperor Ioannes II Komnenos,(Anna) Botaneiataina Komnene,Male,,RelativeOf
"Ioannes Bryennios, brother of usurper Nikephoros","Katakalon Tarchaneiotes, doux of Antioch",Male,Male,RelativeOf
"Ioannes the Orphanotrophos, brother of Michael IV","Konstantinos, cousin of Ioannes Orphanotrophos",Eunuch,Male,RelativeOf
"Ioannes Batatzes, supporter of Leon Tornikios",Leon Tornikios,Male,Male,RelativeOf
Emperor Isaakios I Komnenos,Emperor Konstantinos X Doukas,Male,Male,RelativeOf
"Isaakios Komnenos, elder brother of Alexios I",Emperor Alexios I Komnenos,Male,Male,RelativeOf
"Jaroslav, ruler of the Rus","Zinisthlabos, ruler of the Rus'",Male,Male,RelativeOf
Emperor Konstantinos IX Monomachos,"Theodosios Monomachos, cousin of Konstantinos IX",Male,Male,RelativeOf
Emperor Konstantinos IX Monomachos,Leon Tornikios,Male,Male,RelativeOf
Emperor Konstantinos IX Monomachos,"Nikolaos, founder of monastery of Horaia Pege",Male,Male,RelativeOf
Emperor Konstantinos X Doukas,Emperor Isaakios I Komnenos,Male,Male,RelativeOf
"Qutlumish, cousin of Tughrul Beg",Seljuk sultan (Malik-shah?),Male,Male,RelativeOf
Leon Tornikios,"Theodoros Strabomytes, supporter of Leon Tornikios",Male,Male,RelativeOf
Leon Tornikios,"Polys, supporter of Leon Tornikios",Male,Male,RelativeOf
Leon Tornikios,"Marianos Branas, strategos, supporter of Leon Tornikios",Male,Male,RelativeOf
Leon Tornikios,"Batatzes, magnate at Raidestos",Male,Male,RelativeOf
Leon Tornikios,Emperor Konstantinos IX Monomachos,Male,Male,RelativeOf
Leon Tornikios,"Ioannes Batatzes, supporter of Leon Tornikios",Male,Male,RelativeOf
"Marianos Branas, strategos, supporter of Leon Tornikios",Leon Tornikios,Male,Male,RelativeOf
Emperor Michael IV Paphlagon,"Antonios Paches, bishop of Nikomedeia [1039]",Male,Eunuch,RelativeOf
Emperor Michael VII Doukas,"Konstantinos Kappadox, general of the Athanatoi",Male,Male,RelativeOf
Emperor Michael VII Doukas,"Anna Komnene, daughter of Alexios I and historian",Male,Female,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),relative of Michael Psellos,Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),krites of Opsikion (Thrakesion?),Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),"Christophoros, relative of Michael Psellos",Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),low-born kinsman of Michael Psellos,Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),relative of Michael Psellos with a family to support,Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),relative of Michael Psellos who went to Drougoubiteia,Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),"notarios, relative of Michael Psellos",Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),"protothronos, kinsman of Michael Psellos",Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),relative of Michael Psellos,Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),"relative of Michael Psellos, letter-carrier",Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),noble relative of Michael Psellos,Male,Female,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),relative of Michael Psellos,Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),"tax official, relative of Michael Psellos",Male,Male,RelativeOf
Michael Psellos (named Konstantinos till tonsure in 1054),relative of Michael Psellos,Male,Male,RelativeOf
"Michael, metropolitan of Euchaita [1029, 1032]",Emperor Romanos III Argyros,Male,Male,RelativeOf
"Nesisthlabos, ruler of the Rus'","Zinisthlabos, ruler of the Rus'",Male,Male,RelativeOf
Emperor Nikephoros III Botaneiates,Emperor Romanos IV Diogenes,Male,Male,RelativeOf
Emperor Nikephoros III Botaneiates,Romanos Straboromanos,Male,Male,RelativeOf
Emperor Nikephoros III Botaneiates,Nikephoros Synadenos,Male,Male,RelativeOf
Nikephoros Bryennios usurper [1077],"Batatzina, supporter of Bryennios at Raidestos in 1077",Male,Female,RelativeOf
"Radomir Aaron, Bulgarian aristocrat and emissary of Alexios I","Eirene Doukaina, wife of Alexios I",,Female,RelativeOf
Emperor Romanos IV Diogenes,Emperor Nikephoros III Botaneiates,Male,Male,RelativeOf
Romanos Straboromanos,Emperor Nikephoros III Botaneiates,Male,Male,RelativeOf
